All joint Positions
BaseSpine,Head,LeftElbow,LeftFoot,LeftHand,LeftHip,LeftKnee,LeftShoulder,LeftWrist,MidSpine,Neck,RightElbow,RightFoot,RightHand,RightHip,RightKnee,RightShoulder,RightWrist,ShoulderSpine,
(95.96 1086.28 2266.47),(115.73 728.77 2269.33),(-175.04 723.17 2298.34),(-370.1 258.87 2299.59),(-561.67 -159.85 2086.42),(402.37 726.34 2236.73),(592.92 284.73 2153.7),(553.76 3.21 1860.53),(133.62 259.15 2300.34),(139.83 -88.08 2291.92),(-22.39 -246.62 2324.7),(-71.17 -1039.4 2245.26),(108.24 -1579.5 2400.25),(326.26 -227.04 2286.51),(224.54 -968.04 2118.31),(156.73 -1621.27 2127.1),(-529.74 -90.06 2121.95),(560.28 50.13 1909.39),(109.99 879.38 2259.38),
(92.03 1084.4 2286.18),(109.77 726.42 2285.69),(-180.15 718.64 2314.52),(-383.62 257.91 2313.24),(-566.72 -149.59 2095.32),(396.8 725.56 2255.98),(592.68 285.52 2174.12),(557.63 10.2 1881.94),(128.65 253.96 2313.05),(136.15 -94.1 2304.24),(-25.06 -255.84 2337.33),(-70.36 -1052.58 2264.34),(108.24 -1579.5 2400.25),(322.41 -236.12 2298.12),(216.97 -973.42 2123.46),(156.73 -1621.27 2127.1),(-536.21 -81.68 2131.64),(563.48 56.09 1930.64),(103.75 877.26 2276.95),
(92.03 1084.4 2286.18),(109.77 726.42 2285.69),(-180.15 718.64 2314.52),(-383.62 257.91 2313.24),(-566.72 -149.59 2095.32),(396.8 725.56 2255.98),(592.68 285.52 2174.12),(557.63 10.2 1881.94),(128.65 253.96 2313.05),(136.15 -94.1 2304.24),(-25.06 -255.84 2337.33),(-70.36 -1052.58 2264.34),(108.24 -1579.5 2400.25),(322.41 -236.12 2298.12),(216.97 -973.42 2123.46),(156.73 -1621.27 2127.1),(-536.21 -81.68 2131.64),(563.48 56.09 1930.64),(103.75 877.26 2276.95),
(86.49 1080.28 2305.92),(102.86 721.17 2303.65),(-187.58 711.61 2330.08),(-392.07 251.24 2328.14),(-571.06 -135.91 2103.63),(389.54 719.08 2277.55),(593.72 282.07 2196.93),(557.69 16.98 1906.11),(122.49 246.67 2328.08),(131.22 -102 2317.37),(-29.64 -265.25 2348.88),(-68.53 -1065.19 2281.59),(108.24 -1579.5 2400.25),(317.65 -243.59 2308.67),(210.98 -977.16 2127.72),(156.73 -1621.27 2127.1),(-541.23 -71.39 2141.05),(563.69 61.17 1954.58),(96.61 872.18 2295.87),
(80.73 1074.46 2327.68),(96.39 713.74 2322.19),(-193.59 700.76 2346.6),(-397.75 240.21 2343.85),(-573.9 -125.88 2113.28),(383.01 711.8 2296.95),(593.39 276.08 2219.13),(556.49 26.94 1928.26),(116.87 237.97 2343.6),(126.11 -111.14 2330.53),(-34.71 -274.27 2360.01),(-66.32 -1077.23 2297.29),(108.24 -1579.5 2400.25),(312.83 -250.37 2319.92),(205.79 -980.59 2132.82),(156.73 -1621.27 2127.1),(-544.54 -64.87 2151.71),(562.63 68.47 1976.74),(89.89 864.89 2315.39),
(80.73 1074.46 2327.68),(96.39 713.74 2322.19),(-193.59 700.76 2346.6),(-397.75 240.21 2343.85),(-573.9 -125.88 2113.28),(383.01 711.8 2296.95),(593.39 276.08 2219.13),(556.49 26.94 1928.26),(116.87 237.97 2343.6),(126.11 -111.14 2330.53),(-34.71 -274.27 2360.01),(-66.32 -1077.23 2297.29),(108.24 -1579.5 2400.25),(312.83 -250.37 2319.92),(205.79 -980.59 2132.82),(156.73 -1621.27 2127.1),(-544.54 -64.87 2151.71),(562.63 68.47 1976.74),(89.89 864.89 2315.39),
(75.38 1067.75 2351.14),(90.26 705.25 2340.07),(-199.05 690.37 2365.09),(-399.27 228.15 2360.49),(-579.5 -119.39 2122.24),(377.24 702.57 2318.71),(590.14 268.45 2240.09),(554.16 29.34 1946.69),(110.7 228.82 2357.99),(119.56 -120.3 2342.05),(-43.38 -279.94 2368.79),(-64.7 -1083.26 2298.65),(108.24 -1579.5 2400.25),(307.28 -254.57 2330.11),(202.14 -984.08 2138.85),(156.73 -1621.27 2127.1),(-549.46 -61.47 2161.95),(560.15 69.19 1995.59),(83.77 856.54 2334.38),
(75.38 1067.75 2351.14),(90.26 705.25 2340.07),(-199.05 690.37 2365.09),(-399.27 228.15 2360.49),(-579.5 -119.39 2122.24),(377.24 702.57 2318.71),(590.14 268.45 2240.09),(554.16 29.34 1946.69),(110.7 228.82 2357.99),(119.56 -120.3 2342.05),(-43.38 -279.94 2368.79),(-64.7 -1083.26 2298.65),(108.24 -1579.5 2400.25),(307.28 -254.57 2330.11),(202.14 -984.08 2138.85),(156.73 -1621.27 2127.1),(-549.46 -61.47 2161.95),(560.15 69.19 1995.59),(83.77 856.54 2334.38),
(71.19 1061.6 2375.66),(84.59 697.11 2358.08),(-204.62 681.07 2381.03),(-399.74 216.69 2376.44),(-583.09 -113.45 2129.99),(372.26 694.21 2336.39),(587.22 258.01 2263.43),(551.57 35.57 1964.97),(102.6 220.6 2372.41),(111.09 -128.04 2352.86),(-54.2 -282.04 2378.28),(-63.74 -1083.9 2296.17),(108.24 -1579.5 2400.25),(298.95 -257.8 2339.61),(197.67 -986.88 2144.32),(156.73 -1621.27 2127.1),(-552.53 -58.43 2171.06),(557.51 72.64 2014.71),(78.87 848.56 2353.52),
(71.19 1061.6 2375.66),(84.59 697.11 2358.08),(-204.62 681.07 2381.03),(-399.74 216.69 2376.44),(-583.09 -113.45 2129.99),(372.26 694.21 2336.39),(587.22 258.01 2263.43),(551.57 35.57 1964.97),(102.6 220.6 2372.41),(111.09 -128.04 2352.86),(-54.2 -282.04 2378.28),(-63.74 -1083.9 2296.17),(108.24 -1579.5 2400.25),(298.95 -257.8 2339.61),(197.67 -986.88 2144.32),(156.73 -1621.27 2127.1),(-552.53 -58.43 2171.06),(557.51 72.64 2014.71),(78.87 848.56 2353.52),
(66.25 1054.7 2399.33),(78.79 688.02 2375.84),(-210.63 672.63 2398.73),(-402.42 206.9 2392.34),(-587.69 -113.74 2141.28),(366.58 683.06 2356.8),(578.64 247.28 2280.45),(546.97 29.58 1979.84),(94.2 211.7 2385.67),(102.52 -136.22 2362.93),(-66.05 -283.77 2386.88),(-63.21 -1079.33 2299.22),(108.24 -1579.5 2400.25),(290.87 -260.98 2347.82),(193.47 -982.65 2149.22),(156.73 -1621.27 2127.1),(-556.81 -60.3 2183.12),(552.25 65.86 2029.95),(73.88 839.61 2372.72),
(66.25 1054.7 2399.33),(78.79 688.02 2375.84),(-210.63 672.63 2398.73),(-402.42 206.9 2392.34),(-587.69 -113.74 2141.28),(366.58 683.06 2356.8),(578.64 247.28 2280.45),(546.97 29.58 1979.84),(94.2 211.7 2385.67),(102.52 -136.22 2362.93),(-66.05 -283.77 2386.88),(-63.21 -1079.33 2299.22),(108.24 -1579.5 2400.25),(290.87 -260.98 2347.82),(193.47 -982.65 2149.22),(156.73 -1621.27 2127.1),(-556.81 -60.3 2183.12),(552.25 65.86 2029.95),(73.88 839.61 2372.72),
(61.82 1048.11 2421.08),(73.75 678.89 2393.44),(-215.97 663.76 2415.08),(-406.54 197.52 2408.56),(-592.49 -116.23 2154.79),(363.01 674.84 2376.05),(573.47 238.84 2298.63),(545.36 29.57 1995.94),(86.66 202.76 2398.28),(95.02 -144.11 2373.12),(-76.37 -285.8 2395.82),(-62.1 -1069.77 2300.35),(108.24 -1579.5 2400.25),(284.55 -263.49 2357.8),(192.58 -972.88 2155.33),(156.73 -1621.27 2127.1),(-561.5 -63.93 2197.09),(550.05 64.45 2046.39),(69.63 830.58 2391.9),
(61.82 1048.11 2421.08),(73.75 678.89 2393.44),(-215.97 663.76 2415.08),(-406.54 197.52 2408.56),(-592.49 -116.23 2154.79),(363.01 674.84 2376.05),(573.47 238.84 2298.63),(545.36 29.57 1995.94),(86.66 202.76 2398.28),(95.02 -144.11 2373.12),(-76.37 -285.8 2395.82),(-62.1 -1069.77 2300.35),(108.24 -1579.5 2400.25),(284.55 -263.49 2357.8),(192.58 -972.88 2155.33),(156.73 -1621.27 2127.1),(-561.5 -63.93 2197.09),(550.05 64.45 2046.39),(69.63 830.58 2391.9),
(61.82 1048.11 2421.08),(73.75 678.89 2393.44),(-215.97 663.76 2415.08),(-406.54 197.52 2408.56),(-592.49 -116.23 2154.79),(363.01 674.84 2376.05),(573.47 238.84 2298.63),(545.36 29.57 1995.94),(86.66 202.76 2398.28),(95.02 -144.11 2373.12),(-76.37 -285.8 2395.82),(-62.1 -1069.77 2300.35),(108.24 -1579.5 2400.25),(284.55 -263.49 2357.8),(192.58 -972.88 2155.33),(156.73 -1621.27 2127.1),(-561.5 -63.93 2197.09),(550.05 64.45 2046.39),(69.63 830.58 2391.9),
(58.25 1041.68 2439.3),(69.78 669.35 2411),(-220.21 654.75 2432.84),(-409.12 187.84 2425.87),(-594.87 -118.5 2168.05),(360.5 666.58 2394.81),(570.9 231.72 2315.35),(545.38 35.03 2008.97),(81.18 193.07 2413),(89.71 -152.27 2385.89),(-83.64 -289.26 2409.47),(-61.27 -1060.45 2305.93),(108.24 -1579.5 2400.25),(281.03 -266.18 2369.44),(193.16 -961.31 2162.27),(156.73 -1621.27 2127.1),(-563.91 -67.44 2211.02),(549.63 67.81 2060.03),(66.15 821.07 2410.37),
(58.25 1041.68 2439.3),(69.78 669.35 2411),(-220.21 654.75 2432.84),(-409.12 187.84 2425.87),(-594.87 -118.5 2168.05),(360.5 666.58 2394.81),(570.9 231.72 2315.35),(545.38 35.03 2008.97),(81.18 193.07 2413),(89.71 -152.27 2385.89),(-83.64 -289.26 2409.47),(-61.27 -1060.45 2305.93),(108.24 -1579.5 2400.25),(281.03 -266.18 2369.44),(193.16 -961.31 2162.27),(156.73 -1621.27 2127.1),(-563.91 -67.44 2211.02),(549.63 67.81 2060.03),(66.15 821.07 2410.37),
(54.64 1037.12 2453.27),(66.58 661.87 2426.7),(-224.24 647.89 2447.06),(-411.38 180.19 2443.59),(-595.43 -121.33 2183.6),(358.64 661.44 2409.28),(569.59 223.28 2336.46),(546.26 44.08 2026.71),(77.36 185.15 2427.61),(85.96 -158.29 2398.57),(-89.92 -293.08 2419.12),(-60.45 -1056.19 2316.77),(108.24 -1579.5 2400.25),(278.09 -268.58 2379.29),(193.8 -952.6 2169.91),(156.73 -1621.27 2127.1),(-564.76 -71.07 2226.93),(550.15 73.94 2078.34),(63.15 813.6 2426.41),
(54.64 1037.12 2453.27),(66.58 661.87 2426.7),(-224.24 647.89 2447.06),(-411.38 180.19 2443.59),(-595.43 -121.33 2183.6),(358.64 661.44 2409.28),(569.59 223.28 2336.46),(546.26 44.08 2026.71),(77.36 185.15 2427.61),(85.96 -158.29 2398.57),(-89.92 -293.08 2419.12),(-60.45 -1056.19 2316.77),(108.24 -1579.5 2400.25),(278.09 -268.58 2379.29),(193.8 -952.6 2169.91),(156.73 -1621.27 2127.1),(-564.76 -71.07 2226.93),(550.15 73.94 2078.34),(63.15 813.6 2426.41),
(51.53 1031.89 2467.16),(64.2 655.07 2440.94),(-225.89 640.72 2463.92),(-412.13 177.02 2457.72),(-592.48 -124.92 2196.51),(356.85 653.77 2427.44),(564.3 218.46 2354.46),(547.21 45.53 2042.92),(74.45 177.89 2441.24),(83.13 -163.66 2410.63),(-93.53 -298.52 2429.34),(-59.46 -1062.97 2327.92),(138.96 -1635.84 2454.73),(275.07 -273.48 2389.5),(193.26 -954.26 2175.32),(156.73 -1621.27 2127.1),(-562.42 -74.59 2240.05),(550.06 74.35 2094.84),(60.95 806.81 2440.84),
(51.53 1031.89 2467.16),(64.2 655.07 2440.94),(-225.89 640.72 2463.92),(-412.13 177.02 2457.72),(-592.48 -124.92 2196.51),(356.85 653.77 2427.44),(564.3 218.46 2354.46),(547.21 45.53 2042.92),(74.45 177.89 2441.24),(83.13 -163.66 2410.63),(-93.53 -298.52 2429.34),(-59.46 -1062.97 2327.92),(138.96 -1635.84 2454.73),(275.07 -273.48 2389.5),(193.26 -954.26 2175.32),(156.73 -1621.27 2127.1),(-562.42 -74.59 2240.05),(550.06 74.35 2094.84),(60.95 806.81 2440.84),
(48.84 1026.25 2481.12),(62.35 648.78 2454.81),(-227.78 633.99 2478.19),(-413.87 171.62 2474.15),(-588.95 -136.13 2212.47),(354.13 645.39 2439.35),(564.47 209.58 2373.28),(546 46.77 2058.8),(72.25 171.38 2454.74),(80.94 -168.4 2422.08),(-94.53 -306.43 2439.41),(-58.78 -1077.03 2342.45),(142.44 -1679.84 2490.88),(271.58 -281.46 2400.34),(192.24 -960.41 2179.28),(156.73 -1621.27 2127.1),(-559.77 -84.84 2256.09),(549.08 73.91 2111.22),(59.2 800.52 2454.83),
(48.84 1026.25 2481.12),(62.35 648.78 2454.81),(-227.78 633.99 2478.19),(-413.87 171.62 2474.15),(-588.95 -136.13 2212.47),(354.13 645.39 2439.35),(564.47 209.58 2373.28),(546 46.77 2058.8),(72.25 171.38 2454.74),(80.94 -168.4 2422.08),(-94.53 -306.43 2439.41),(-58.78 -1077.03 2342.45),(142.44 -1679.84 2490.88),(271.58 -281.46 2400.34),(192.24 -960.41 2179.28),(156.73 -1621.27 2127.1),(-559.77 -84.84 2256.09),(549.08 73.91 2111.22),(59.2 800.52 2454.83),
(46 1020.95 2494.54),(60.67 643.4 2468.51),(-229.12 628.79 2494.86),(-414.53 166.03 2492.34),(-580.51 -158.11 2234.9),(352.67 639.64 2453.15),(564.67 203.12 2389.8),(543.94 45.22 2074.34),(70.6 166.12 2468.17),(79.25 -172.24 2432.97),(-94.63 -314.49 2448.54),(-57.78 -1091.4 2355.98),(144.49 -1715.55 2502.96),(268.9 -288.57 2411.1),(191.31 -966.41 2183.86),(156.73 -1621.27 2127.1),(-552.84 -104.09 2277.81),(547.39 71.54 2126.92),(57.52 795.14 2468.62),
(46 1020.95 2494.54),(60.67 643.4 2468.51),(-229.12 628.79 2494.86),(-414.53 166.03 2492.34),(-580.51 -158.11 2234.9),(352.67 639.64 2453.15),(564.67 203.12 2389.8),(543.94 45.22 2074.34),(70.6 166.12 2468.17),(79.25 -172.24 2432.97),(-94.63 -314.49 2448.54),(-57.78 -1091.4 2355.98),(144.49 -1715.55 2502.96),(268.9 -288.57 2411.1),(191.31 -966.41 2183.86),(156.73 -1621.27 2127.1),(-552.84 -104.09 2277.81),(547.39 71.54 2126.92),(57.52 795.14 2468.62),
(42.9 1016.7 2505.94),(58.98 639.35 2481.06),(-231.21 624.29 2506.72),(-412.99 159.47 2509.97),(-556.26 -173.17 2251.62),(351.27 636.39 2463.5),(564.8 197.8 2404.6),(540.47 39.16 2089.23),(69.16 162.41 2480.73),(77.79 -175.21 2443.57),(-93.5 -323.07 2458.09),(-55.68 -1103.16 2363.84),(144.49 -1715.55 2502.96),(267.32 -293.51 2421.45),(190.68 -969.96 2188.81),(155.13 -1648.51 2130.98),(-532.38 -117.73 2294.68),(544.53 65.6 2141.79),(55.75 791.09 2481.16),
(42.9 1016.7 2505.94),(58.98 639.35 2481.06),(-231.21 624.29 2506.72),(-412.99 159.47 2509.97),(-556.26 -173.17 2251.62),(351.27 636.39 2463.5),(564.8 197.8 2404.6),(540.47 39.16 2089.23),(69.16 162.41 2480.73),(77.79 -175.21 2443.57),(-93.5 -323.07 2458.09),(-55.68 -1103.16 2363.84),(144.49 -1715.55 2502.96),(267.32 -293.51 2421.45),(190.68 -969.96 2188.81),(155.13 -1648.51 2130.98),(-532.38 -117.73 2294.68),(544.53 65.6 2141.79),(55.75 791.09 2481.16),
(40.19 1012.7 2516.43),(57.54 635.83 2492.12),(-231.91 619.31 2518.79),(-411.01 152.56 2524.4),(-523.61 -188.38 2263.82),(349.91 632.51 2474.17),(566.12 192.35 2419.78),(534.41 34.68 2103.66),(67.75 159.34 2491.57),(76.46 -178.25 2453.34),(-92.15 -332.71 2465.34),(-51.87 -1114.93 2371.97),(144.49 -1715.55 2502.96),(265.42 -298.18 2428.57),(190.05 -974.05 2193.31),(155.13 -1648.51 2130.98),(-504.85 -131.56 2307.25),(539.69 60.96 2156.35),(54.29 787.57 2492.3),
(40.19 1012.7 2516.43),(57.54 635.83 2492.12),(-231.91 619.31 2518.79),(-411.01 152.56 2524.4),(-523.61 -188.38 2263.82),(349.91 632.51 2474.17),(566.12 192.35 2419.78),(534.41 34.68 2103.66),(67.75 159.34 2491.57),(76.46 -178.25 2453.34),(-92.15 -332.71 2465.34),(-51.87 -1114.93 2371.97),(144.49 -1715.55 2502.96),(265.42 -298.18 2428.57),(190.05 -974.05 2193.31),(155.13 -1648.51 2130.98),(-504.85 -131.56 2307.25),(539.69 60.96 2156.35),(54.29 787.57 2492.3),
(38.27 1009.16 2525.82),(56.35 632.73 2501.77),(-232.33 615.52 2530.44),(-409.11 147.27 2540.59),(-495.34 -191.17 2276.81),(348.68 628.98 2482.74),(567.67 187.88 2431.91),(522.44 43.94 2115.27),(66.31 156.72 2501.12),(75.3 -181.18 2462.18),(-91.47 -340.29 2472.32),(-45.38 -1124.15 2382.15),(144.49 -1715.55 2502.96),(263.73 -302.59 2435.24),(190.18 -975.91 2196.79),(155.13 -1648.51 2130.98),(-480.98 -134.76 2320.77),(529.97 67.93 2168.04),(53.18 784.46 2501.98),
(37.04 1006.85 2533.48),(55.53 630.54 2510.17),(-232.55 613.02 2540.67),(-406.43 143.09 2552.81),(-481.24 -193.65 2289.72),(348.36 626.97 2491.46),(568.85 186.51 2438.93),(503.33 52.07 2124.45),(65.25 155 2509.67),(74.52 -183.37 2470.42),(-94.05 -340.01 2481.72),(-33.31 -1122.42 2388.33),(144.49 -1715.55 2502.96),(264.1 -302.89 2443.35),(191.58 -972.67 2200.89),(155.13 -1648.51 2130.98),(-468.78 -137.53 2333.57),(514.25 74.48 2176.87),(52.43 782.28 2510.34),
(37.04 1006.85 2533.48),(55.53 630.54 2510.17),(-232.55 613.02 2540.67),(-406.43 143.09 2552.81),(-481.24 -193.65 2289.72),(348.36 626.97 2491.46),(568.85 186.51 2438.93),(503.33 52.07 2124.45),(65.25 155 2509.67),(74.52 -183.37 2470.42),(-94.05 -340.01 2481.72),(-33.31 -1122.42 2388.33),(144.49 -1715.55 2502.96),(264.1 -302.89 2443.35),(191.58 -972.67 2200.89),(155.13 -1648.51 2130.98),(-468.78 -137.53 2333.57),(514.25 74.48 2176.87),(52.43 782.28 2510.34),
(36.43 1005.41 2540.55),(55.14 629.11 2518.27),(-232.18 610.97 2550.07),(-401.94 139.17 2564.32),(-480.55 -212.36 2311.74),(348.45 625.86 2499.75),(571.7 185.61 2448.78),(482.98 63.04 2137.72),(64.86 154.05 2519.09),(74.44 -184.7 2479.53),(-97.32 -335.14 2492.63),(-18.13 -1116.41 2396.55),(144.49 -1715.55 2502.96),(265.25 -299.96 2451.97),(195.94 -965.35 2203.98),(155.13 -1648.51 2130.98),(-467.46 -153.78 2353.84),(497.76 83.47 2189.56),(52.03 780.85 2518.01),
(36.43 1005.41 2540.55),(55.14 629.11 2518.27),(-232.18 610.97 2550.07),(-401.94 139.17 2564.32),(-480.55 -212.36 2311.74),(348.45 625.86 2499.75),(571.7 185.61 2448.78),(482.98 63.04 2137.72),(64.86 154.05 2519.09),(74.44 -184.7 2479.53),(-97.32 -335.14 2492.63),(-18.13 -1116.41 2396.55),(144.49 -1715.55 2502.96),(265.25 -299.96 2451.97),(195.94 -965.35 2203.98),(155.13 -1648.51 2130.98),(-467.46 -153.78 2353.84),(497.76 83.47 2189.56),(52.03 780.85 2518.01),
(36.24 1004.81 2547.02),(55.07 628.3 2526.13),(-231.7 609.51 2558.54),(-392.04 134.55 2577),(-480.47 -211.01 2326.61),(348.41 625.31 2505.98),(573.84 186.51 2452.97),(466.22 80.4 2144.91),(64.86 153.72 2528.23),(74.77 -185.35 2488.47),(-97.17 -333.92 2502.56),(-7.08 -1115.06 2405.61),(144.49 -1715.55 2502.96),(265.89 -295.33 2458.11),(206.78 -957.38 2205.38),(155.13 -1648.51 2130.98),(-465.74 -153.42 2368.34),(484.15 98.09 2196.25),(51.93 780.03 2525.45),
(36.24 1004.81 2547.02),(55.07 628.3 2526.13),(-231.7 609.51 2558.54),(-392.04 134.55 2577),(-480.47 -211.01 2326.61),(348.41 625.31 2505.98),(573.84 186.51 2452.97),(466.22 80.4 2144.91),(64.86 153.72 2528.23),(74.77 -185.35 2488.47),(-97.17 -333.92 2502.56),(-7.08 -1115.06 2405.61),(144.49 -1715.55 2502.96),(265.89 -295.33 2458.11),(206.78 -957.38 2205.38),(155.13 -1648.51 2130.98),(-465.74 -153.42 2368.34),(484.15 98.09 2196.25),(51.93 780.03 2525.45),
(37.2 1004.86 2552.28),(55.26 627.8 2533.05),(-229.59 606.56 2567.28),(-378.3 128.25 2590.58),(-479.53 -206.62 2340.02),(348 624.65 2510.03),(574.54 187.5 2453.6),(452.29 114.8 2146.69),(65.3 153.57 2535.37),(75.58 -185.63 2495.3),(-95.15 -335.73 2506.83),(1.04 -1117.35 2414.55),(144.49 -1715.55 2502.96),(265.26 -292.63 2460.99),(228.46 -951.52 2205.22),(208.92 -1655.39 2166.15),(-462.66 -150.81 2381.78),(472.66 126.91 2197.84),(52.04 779.53 2532.3),
(37.2 1004.86 2552.28),(55.26 627.8 2533.05),(-229.59 606.56 2567.28),(-378.3 128.25 2590.58),(-479.53 -206.62 2340.02),(348 624.65 2510.03),(574.54 187.5 2453.6),(452.29 114.8 2146.69),(65.3 153.57 2535.37),(75.58 -185.63 2495.3),(-95.15 -335.73 2506.83),(1.04 -1117.35 2414.55),(144.49 -1715.55 2502.96),(265.26 -292.63 2460.99),(228.46 -951.52 2205.22),(208.92 -1655.39 2166.15),(-462.66 -150.81 2381.78),(472.66 126.91 2197.84),(52.04 779.53 2532.3),
(39.14 1005.26 2556.53),(56.71 627.57 2538.91),(-225.24 604.68 2577.73),(-364.85 123.83 2604.16),(-478.56 -215.77 2357.4),(348.31 623.72 2512.22),(568.66 185.41 2450.78),(428.06 151.9 2144.46),(66.55 153.56 2540.99),(77.1 -185.55 2500.31),(-92.18 -337.77 2508.67),(10.73 -1113.37 2412.34),(144.49 -1715.55 2502.96),(264.83 -291.13 2462.41),(240.7 -944.11 2204.72),(256.05 -1652.31 2186.42),(-459.61 -159.17 2398.53),(451.5 157.48 2195.51),(53.56 779.31 2538.25),
(39.14 1005.26 2556.53),(56.71 627.57 2538.91),(-225.24 604.68 2577.73),(-364.85 123.83 2604.16),(-478.56 -215.77 2357.4),(348.31 623.72 2512.22),(568.66 185.41 2450.78),(428.06 151.9 2144.46),(66.55 153.56 2540.99),(77.1 -185.55 2500.31),(-92.18 -337.77 2508.67),(10.73 -1113.37 2412.34),(144.49 -1715.55 2502.96),(264.83 -291.13 2462.41),(240.7 -944.11 2204.72),(256.05 -1652.31 2186.42),(-459.61 -159.17 2398.53),(451.5 157.48 2195.51),(53.56 779.31 2538.25),
(39.14 1005.26 2556.53),(56.71 627.57 2538.91),(-225.24 604.68 2577.73),(-364.85 123.83 2604.16),(-478.56 -215.77 2357.4),(348.31 623.72 2512.22),(568.66 185.41 2450.78),(428.06 151.9 2144.46),(66.55 153.56 2540.99),(77.1 -185.55 2500.31),(-92.18 -337.77 2508.67),(10.73 -1113.37 2412.34),(144.49 -1715.55 2502.96),(264.83 -291.13 2462.41),(240.7 -944.11 2204.72),(256.05 -1652.31 2186.42),(-459.61 -159.17 2398.53),(451.5 157.48 2195.51),(53.56 779.31 2538.25),
(42.69 1005.47 2561.2),(60.24 627.49 2543.66),(-219.41 603.69 2585.44),(-357.69 122.41 2613.12),(-481.38 -245.75 2380.01),(349.84 621.24 2513.18),(544.2 176.77 2440.78),(397.9 178.87 2133.21),(68.55 153.57 2545.12),(79.51 -185.37 2503.74),(-88.79 -338.7 2509.69),(14.25 -1109.57 2411.62),(144.49 -1715.55 2502.96),(265.31 -290.47 2463.21),(250.85 -943.02 2208.64),(307.84 -1649.67 2194.02),(-460.77 -184.41 2418.86),(422.29 178.51 2184.47),(57.58 779.23 2543.19),
(42.69 1005.47 2561.2),(60.24 627.49 2543.66),(-219.41 603.69 2585.44),(-357.69 122.41 2613.12),(-481.38 -245.75 2380.01),(349.84 621.24 2513.18),(544.2 176.77 2440.78),(397.9 178.87 2133.21),(68.55 153.57 2545.12),(79.51 -185.37 2503.74),(-88.79 -338.7 2509.69),(14.25 -1109.57 2411.62),(144.49 -1715.55 2502.96),(265.31 -290.47 2463.21),(250.85 -943.02 2208.64),(307.84 -1649.67 2194.02),(-460.77 -184.41 2418.86),(422.29 178.51 2184.47),(57.58 779.23 2543.19),
(48.01 1005.43 2566.73),(65.86 627.46 2547.72),(-211.5 603.67 2592.31),(-350.92 122.69 2620.68),(-501.04 -263.8 2401.37),(353.26 618.72 2513.82),(520.91 172.88 2425.6),(367.92 189.47 2118.27),(71.71 153.55 2547.99),(83.12 -185.3 2506.36),(-83.84 -339.73 2511.02),(16.29 -1103.22 2409.48),(144.49 -1715.55 2502.96),(267.05 -290.4 2463.95),(262.67 -941.04 2213.61),(384.75 -1637.76 2197.23),(-476.03 -199.4 2437.93),(393.42 186.7 2169.5),(63.99 779.22 2547.64),
(48.01 1005.43 2566.73),(65.86 627.46 2547.72),(-211.5 603.67 2592.31),(-350.92 122.69 2620.68),(-501.04 -263.8 2401.37),(353.26 618.72 2513.82),(520.91 172.88 2425.6),(367.92 189.47 2118.27),(71.71 153.55 2547.99),(83.12 -185.3 2506.36),(-83.84 -339.73 2511.02),(16.29 -1103.22 2409.48),(144.49 -1715.55 2502.96),(267.05 -290.4 2463.95),(262.67 -941.04 2213.61),(384.75 -1637.76 2197.23),(-476.03 -199.4 2437.93),(393.42 186.7 2169.5),(63.99 779.22 2547.64),
(56.76 1005.2 2572.84),(73.52 627.47 2551.09),(-200.33 603.63 2599.53),(-345.87 124.15 2626.47),(-542.14 -260.38 2416.45),(358.22 616.1 2514.2),(511.76 173.73 2412.4),(338.83 189.49 2107.44),(76.81 153.49 2550.11),(88.62 -185.43 2508.91),(-76.93 -340.59 2513.45),(15.22 -1097.01 2410.21),(122.65 -1748.79 2517.98),(270.48 -291.29 2465.13),(280.48 -943.49 2223.21),(479.57 -1621.3 2213.55),(-509.45 -196.29 2451.45),(367.65 186.86 2158.27),(72.47 779.24 2551.4),
(56.76 1005.2 2572.84),(73.52 627.47 2551.09),(-200.33 603.63 2599.53),(-345.87 124.15 2626.47),(-542.14 -260.38 2416.45),(358.22 616.1 2514.2),(511.76 173.73 2412.4),(338.83 189.49 2107.44),(76.81 153.49 2550.11),(88.62 -185.43 2508.91),(-76.93 -340.59 2513.45),(15.22 -1097.01 2410.21),(122.65 -1748.79 2517.98),(270.48 -291.29 2465.13),(280.48 -943.49 2223.21),(479.57 -1621.3 2213.55),(-509.45 -196.29 2451.45),(367.65 186.86 2158.27),(72.47 779.24 2551.4),
(69.56 1005.2 2577.91),(83.3 627.49 2553.85),(-186.57 603.07 2605.58),(-341.45 126 2629.55),(-596.81 -237.72 2426.72),(364.47 613.68 2513.62),(507.41 176.43 2399.99),(298.83 181.02 2101.16),(84.7 153.34 2552.15),(97.1 -185.72 2512.07),(-66.91 -341.37 2518.08),(14.71 -1090.92 2411.55),(106.9 -1764.85 2517.7),(276.8 -293.06 2467.32),(295.47 -950.03 2236.14),(555.12 -1607.65 2247.28),(-554.26 -177.09 2460.53),(333.58 180.25 2150.97),(82.85 779.26 2554.4),
