All joint Positions
BaseSpine,Head,LeftElbow,LeftFoot,LeftHand,LeftHip,LeftKnee,LeftShoulder,LeftWrist,MidSpine,Neck,RightElbow,RightFoot,RightHand,RightHip,RightKnee,RightShoulder,RightWrist,ShoulderSpine,
(197.46 1029.85 1928.5),(198.66 726.49 1896.4),(-52.66 712.69 1914.14),(-219.67 304.58 1892.56),(-280.3 -56.83 1724.74),(448.73 691.42 1912.76),(570.1 266.08 1910.45),(658.83 -126.55 1770.46),(183.21 333.93 1915.7),(179.1 19.64 1899.66),(35.81 -190.81 1904.84),(-17.19 -854.23 1847.73),(-7.07 -1422.17 2029.29),(332.05 -170.81 1886.73),(352.85 -757.29 1703.53),(361.25 -1279.51 1651.95),(-270.18 3.4 1752.71),(644.04 -61.11 1793.79),(203.73 854.91 1890.09),
(177.17 1030.42 1957.82),(177.2 715.24 1943.24),(-75.53 694.18 1957.56),(-238.86 280.65 1940.94),(-321.99 -76.41 1769.35),(430.56 685.15 1938.66),(561.32 259.19 1935.69),(647.08 -132.25 1789.53),(168.76 314.46 1963.53),(165.71 -6.1 1947.45),(19.73 -203.03 1949.55),(-18.77 -876.98 1897.48),(-7.11 -1431.29 2028.27),(322.73 -179.1 1932.02),(343.02 -769.45 1743.23),(361.25 -1279.51 1651.95),(-308.13 -16.9 1797.95),(632.79 -67 1813.89),(179.96 845.19 1936.66),
(177.17 1030.42 1957.82),(177.2 715.24 1943.24),(-75.53 694.18 1957.56),(-238.86 280.65 1940.94),(-321.99 -76.41 1769.35),(430.56 685.15 1938.66),(561.32 259.19 1935.69),(647.08 -132.25 1789.53),(168.76 314.46 1963.53),(165.71 -6.1 1947.45),(19.73 -203.03 1949.55),(-18.77 -876.98 1897.48),(-7.11 -1431.29 2028.27),(322.73 -179.1 1932.02),(343.02 -769.45 1743.23),(361.25 -1279.51 1651.95),(-308.13 -16.9 1797.95),(632.79 -67 1813.89),(179.96 845.19 1936.66),
(153.94 1027.62 1986.32),(158.84 706.24 1987.23),(-97.1 681.93 1997.17),(-253.93 262.46 1982.21),(-354.24 -96.77 1810.2),(415.91 683.28 1968.62),(555.96 257.64 1957.19),(641.21 -134.21 1805.94),(157.38 298.13 2009.22),(155.19 -28.2 1992.52),(4.13 -209.33 1988.89),(-22.35 -893.19 1930.26),(-2.19 -1453.44 2032.1),(314.59 -186.19 1971.06),(326.44 -777.65 1771.1),(361.25 -1279.51 1651.95),(-337.52 -36.89 1838.87),(627 -68.89 1831.15),(159.32 837.82 1980.15),
(153.94 1027.62 1986.32),(158.84 706.24 1987.23),(-97.1 681.93 1997.17),(-253.93 262.46 1982.21),(-354.24 -96.77 1810.2),(415.91 683.28 1968.62),(555.96 257.64 1957.19),(641.21 -134.21 1805.94),(157.38 298.13 2009.22),(155.19 -28.2 1992.52),(4.13 -209.33 1988.89),(-22.35 -893.19 1930.26),(-2.19 -1453.44 2032.1),(314.59 -186.19 1971.06),(326.44 -777.65 1771.1),(361.25 -1279.51 1651.95),(-337.52 -36.89 1838.87),(627 -68.89 1831.15),(159.32 837.82 1980.15),
(135.04 1024.73 2009.56),(145.81 700.06 2020.49),(-112.52 674.5 2028.8),(-264.1 250.03 2019.22),(-380.19 -125.51 1851.07),(406.23 684.15 1994.24),(557.16 259.78 1979.87),(642.86 -129.18 1815.46),(149.76 285.33 2044.37),(148.29 -45.49 2026.56),(-6.59 -214.46 2020.3),(-25.93 -906.68 1951.5),(23.64 -1475.24 2057.02),(310.01 -191.87 2001.56),(314.69 -784.06 1790.53),(361.25 -1279.51 1651.95),(-360.84 -62.93 1879.1),(628.57 -64.35 1842.86),(144.54 833.41 2012.81),
(135.04 1024.73 2009.56),(145.81 700.06 2020.49),(-112.52 674.5 2028.8),(-264.1 250.03 2019.22),(-380.19 -125.51 1851.07),(406.23 684.15 1994.24),(557.16 259.78 1979.87),(642.86 -129.18 1815.46),(149.76 285.33 2044.37),(148.29 -45.49 2026.56),(-6.59 -214.46 2020.3),(-25.93 -906.68 1951.5),(23.64 -1475.24 2057.02),(310.01 -191.87 2001.56),(314.69 -784.06 1790.53),(361.25 -1279.51 1651.95),(-360.84 -62.93 1879.1),(628.57 -64.35 1842.86),(144.54 833.41 2012.81),
(121.14 1023.78 2029.71),(137.31 696.22 2043.27),(-122.11 671.74 2055.75),(-269.5 240.76 2054.62),(-402.89 -154.07 1893.21),(401.43 685.18 2019.11),(564.98 260.58 2005),(652.5 -109.69 1818.49),(144.19 275.43 2069.64),(143.93 -58.34 2050.46),(-14.4 -216.77 2045.92),(-27.62 -916.16 1968.75),(85.5 -1474.24 2100.32),(309.7 -193.7 2026.05),(310.34 -786.77 1805.9),(361.25 -1279.51 1651.95),(-380.65 -88.27 1920.11),(637.9 -48 1849.58),(135.09 831.46 2034.79),
(121.14 1023.78 2029.71),(137.31 696.22 2043.27),(-122.11 671.74 2055.75),(-269.5 240.76 2054.62),(-402.89 -154.07 1893.21),(401.43 685.18 2019.11),(564.98 260.58 2005),(652.5 -109.69 1818.49),(144.19 275.43 2069.64),(143.93 -58.34 2050.46),(-14.4 -216.77 2045.92),(-27.62 -916.16 1968.75),(85.5 -1474.24 2100.32),(309.7 -193.7 2026.05),(310.34 -786.77 1805.9),(361.25 -1279.51 1651.95),(-380.65 -88.27 1920.11),(637.9 -48 1849.58),(135.09 831.46 2034.79),
(111.36 1025.82 2049.34),(131.94 694.66 2059.13),(-128.43 673.15 2078.2),(-272.3 235.05 2087.41),(-427.92 -183.21 1937.12),(400.45 688.6 2043.11),(580.03 264.03 2029.78),(685.79 -77.03 1819.16),(140.09 268.42 2087.92),(141.76 -67.18 2067.49),(-18.81 -217.58 2067.7),(-27.32 -924 1984.23),(147.97 -1470.54 2134.7),(312.12 -192.48 2045.61),(310.08 -791.17 1821.09),(361.25 -1279.51 1651.95),(-401.98 -113.51 1962.17),(668.12 -20.23 1854.26),(129.31 831.93 2049.85),
(111.36 1025.82 2049.34),(131.94 694.66 2059.13),(-128.43 673.15 2078.2),(-272.3 235.05 2087.41),(-427.92 -183.21 1937.12),(400.45 688.6 2043.11),(580.03 264.03 2029.78),(685.79 -77.03 1819.16),(140.09 268.42 2087.92),(141.76 -67.18 2067.49),(-18.81 -217.58 2067.7),(-27.32 -924 1984.23),(147.97 -1470.54 2134.7),(312.12 -192.48 2045.61),(310.08 -791.17 1821.09),(361.25 -1279.51 1651.95),(-401.98 -113.51 1962.17),(668.12 -20.23 1854.26),(129.31 831.93 2049.85),
(105.51 1032.71 2068.66),(129.03 697.34 2071.42),(-131.6 679.66 2098.94),(-272.84 235.76 2120.2),(-471.88 -186.81 1977.68),(402.37 697.46 2062.13),(603.96 276.1 2054.55),(737.99 -13.66 1818.97),(137.56 266.03 2100.58),(141.46 -70.15 2079.05),(-19.09 -215.85 2086.08),(-22.76 -927.43 1995.13),(197.34 -1470.93 2151.91),(316.35 -186.66 2061.39),(312.14 -793.14 1835.47),(361.25 -1279.51 1651.95),(-438.72 -116.38 2001.43),(715.59 34.56 1858.23),(126.28 836.61 2062),
(105.51 1032.71 2068.66),(129.03 697.34 2071.42),(-131.6 679.66 2098.94),(-272.84 235.76 2120.2),(-471.88 -186.81 1977.68),(402.37 697.46 2062.13),(603.96 276.1 2054.55),(737.99 -13.66 1818.97),(137.56 266.03 2100.58),(141.46 -70.15 2079.05),(-19.09 -215.85 2086.08),(-22.76 -927.43 1995.13),(197.34 -1470.93 2151.91),(316.35 -186.66 2061.39),(312.14 -793.14 1835.47),(361.25 -1279.51 1651.95),(-438.72 -116.38 2001.43),(715.59 34.56 1858.23),(126.28 836.61 2062),
(102.24 1044.78 2089.61),(127.8 704.83 2087.09),(-132.1 688.21 2122.35),(-273.77 239.53 2149.03),(-534.08 -163.48 2013.26),(403.31 705.95 2082.66),(636.7 295.67 2075.77),(797.66 68.24 1820.28),(136.39 268.37 2111.64),(142.68 -67.4 2089.22),(-16.94 -212.22 2101.58),(-16.16 -929.35 2005.78),(200.12 -1493.87 2155.34),(321.71 -177.94 2076.7),(316.43 -794.48 1851.87),(349.18 -1341.79 1746.88),(-490.71 -96.3 2035.89),(770.8 106.09 1862.86),(125.02 846.09 2079.15),
(102.24 1044.78 2089.61),(127.8 704.83 2087.09),(-132.1 688.21 2122.35),(-273.77 239.53 2149.03),(-534.08 -163.48 2013.26),(403.31 705.95 2082.66),(636.7 295.67 2075.77),(797.66 68.24 1820.28),(136.39 268.37 2111.64),(142.68 -67.4 2089.22),(-16.94 -212.22 2101.58),(-16.16 -929.35 2005.78),(200.12 -1493.87 2155.34),(321.71 -177.94 2076.7),(316.43 -794.48 1851.87),(349.18 -1341.79 1746.88),(-490.71 -96.3 2035.89),(770.8 106.09 1862.86),(125.02 846.09 2079.15),
(101.15 1057.62 2110.91),(127.74 713.54 2107.07),(-132.19 694.54 2145.28),(-280.19 244.15 2176.37),(-617.42 -106.91 2044.72),(404.24 713.48 2099.59),(670.58 318.52 2093.76),(860.13 167.79 1823.48),(136.42 272.7 2124.71),(144.98 -61.87 2101),(-14.04 -206.08 2116.12),(-7.46 -928.96 2017.41),(161.32 -1529.47 2147.9),(327.08 -167.3 2091.38),(323.98 -796.19 1870.24),(336.5 -1405.16 1846.27),(-561.22 -48.39 2066.66),(828.54 192.9 1868.53),(124.93 856.52 2101.36),
(101.15 1057.62 2110.91),(127.74 713.54 2107.07),(-132.19 694.54 2145.28),(-280.19 244.15 2176.37),(-617.42 -106.91 2044.72),(404.24 713.48 2099.59),(670.58 318.52 2093.76),(860.13 167.79 1823.48),(136.42 272.7 2124.71),(144.98 -61.87 2101),(-14.04 -206.08 2116.12),(-7.46 -928.96 2017.41),(161.32 -1529.47 2147.9),(327.08 -167.3 2091.38),(323.98 -796.19 1870.24),(336.5 -1405.16 1846.27),(-561.22 -48.39 2066.66),(828.54 192.9 1868.53),(124.93 856.52 2101.36),
(103.55 1068.23 2129.74),(129.86 720.89 2128.76),(-130.61 700.15 2169.96),(-303.84 256.46 2204.34),(-707.37 -25.91 2070.03),(406.2 718.55 2116.84),(704.11 342.56 2105.94),(915.13 272.85 1825.53),(139.78 277.05 2141.18),(150.23 -56.57 2116.91),(-8.89 -200.84 2132.26),(4.17 -927.68 2031.13),(91.57 -1564.14 2133.75),(332.4 -164.44 2107.28),(342.39 -802.27 1889.02),(347.59 -1442.03 1940.74),(-640.09 21.13 2092.41),(879.98 284.5 1872.27),(126.63 865.18 2124.73),
(103.55 1068.23 2129.74),(129.86 720.89 2128.76),(-130.61 700.15 2169.96),(-303.84 256.46 2204.34),(-707.37 -25.91 2070.03),(406.2 718.55 2116.84),(704.11 342.56 2105.94),(915.13 272.85 1825.53),(139.78 277.05 2141.18),(150.23 -56.57 2116.91),(-8.89 -200.84 2132.26),(4.17 -927.68 2031.13),(91.57 -1564.14 2133.75),(332.4 -164.44 2107.28),(342.39 -802.27 1889.02),(347.59 -1442.03 1940.74),(-640.09 21.13 2092.41),(879.98 284.5 1872.27),(126.63 865.18 2124.73),
(109.14 1075.74 2145.23),(134.52 726.05 2148.68),(-127.3 704.5 2192.23),(-338.1 275.95 2229.33),(-786.54 61.42 2088.65),(410.42 721.74 2131.92),(732.12 363.17 2110.74),(961.09 384.18 1828.18),(146.52 280.35 2158.36),(158.03 -52.83 2133.59),(-1.73 -198.41 2144.97),(13.16 -927.15 2043.45),(24.35 -1586.69 2119.9),(338.94 -165.56 2122.82),(367.79 -812.44 1911.39),(382.13 -1452.87 2023.41),(-711.76 97.13 2112.09),(922.97 380.77 1875.27),(130.61 871.3 2145.53),
(117.95 1080.75 2160.24),(142.85 729.04 2165.3),(-119.38 707.32 2212.86),(-367.38 297.03 2251.42),(-850.61 170.87 2105.93),(419.32 723.48 2146.91),(757.2 380.14 2112.41),(1004.63 488.9 1837.04),(156.44 282.13 2173.2),(167.82 -51.15 2147.67),(7.26 -197.45 2155.69),(21.73 -925.51 2054.38),(-1.92 -1598.42 2111.55),(348.09 -166.64 2136.53),(394.33 -823.67 1936.97),(430.8 -1448.02 2092.05),(-770.05 191.85 2130.18),(963.43 470.92 1882.94),(138.4 875.01 2162.72),
(117.95 1080.75 2160.24),(142.85 729.04 2165.3),(-119.38 707.32 2212.86),(-367.38 297.03 2251.42),(-850.61 170.87 2105.93),(419.32 723.48 2146.91),(757.2 380.14 2112.41),(1004.63 488.9 1837.04),(156.44 282.13 2173.2),(167.82 -51.15 2147.67),(7.26 -197.45 2155.69),(21.73 -925.51 2054.38),(-1.92 -1598.42 2111.55),(348.09 -166.64 2136.53),(394.33 -823.67 1936.97),(430.8 -1448.02 2092.05),(-770.05 191.85 2130.18),(963.43 470.92 1882.94),(138.4 875.01 2162.72),
(117.95 1080.75 2160.24),(142.85 729.04 2165.3),(-119.38 707.32 2212.86),(-367.38 297.03 2251.42),(-850.61 170.87 2105.93),(419.32 723.48 2146.91),(757.2 380.14 2112.41),(1004.63 488.9 1837.04),(156.44 282.13 2173.2),(167.82 -51.15 2147.67),(7.26 -197.45 2155.69),(21.73 -925.51 2054.38),(-1.92 -1598.42 2111.55),(348.09 -166.64 2136.53),(394.33 -823.67 1936.97),(430.8 -1448.02 2092.05),(-770.05 191.85 2130.18),(963.43 470.92 1882.94),(138.4 875.01 2162.72),
(127.98 1084.18 2175.71),(153.72 730.5 2180.44),(-108.83 710.41 2232.89),(-393.54 321.27 2268.65),(-896.58 280.8 2122.98),(430.36 723.24 2160.67),(778.32 392.11 2113.68),(1033.6 580.66 1851.19),(167.96 282.54 2185.87),(177.53 -51.26 2159.18),(15.13 -196.52 2166.28),(28.67 -923.88 2065.72),(2.9 -1604.56 2109.6),(357.13 -170.1 2150.22),(416.39 -838.16 1964.61),(446.69 -1454.33 2137.43),(-812.73 287.53 2147.26),(991.07 549.37 1894.94),(149.07 877.06 2178.66),
(127.98 1084.18 2175.71),(153.72 730.5 2180.44),(-108.83 710.41 2232.89),(-393.54 321.27 2268.65),(-896.58 280.8 2122.98),(430.36 723.24 2160.67),(778.32 392.11 2113.68),(1033.6 580.66 1851.19),(167.96 282.54 2185.87),(177.53 -51.26 2159.18),(15.13 -196.52 2166.28),(28.67 -923.88 2065.72),(2.9 -1604.56 2109.6),(357.13 -170.1 2150.22),(416.39 -838.16 1964.61),(446.69 -1454.33 2137.43),(-812.73 287.53 2147.26),(991.07 549.37 1894.94),(149.07 877.06 2178.66),
(139.91 1086.6 2193.99),(166.97 730.95 2194.73),(-96.98 709.82 2247.44),(-414.02 343.82 2282.93),(-920.84 382.24 2138.06),(444.87 723.72 2174.38),(795.67 399.39 2115.74),(1050.24 651.93 1868.26),(181.18 281.96 2197.43),(187.37 -52.71 2169.35),(22.5 -196.8 2176.27),(37.21 -927.86 2079.34),(33.04 -1612.96 2112.4),(365.85 -176.25 2162.61),(431.85 -864.52 1999.92),(449.72 -1481.77 2173.39),(-836.37 375.84 2162.21),(1007.79 609.93 1909.51),(162.32 877.97 2193.84),
(139.91 1086.6 2193.99),(166.97 730.95 2194.73),(-96.98 709.82 2247.44),(-414.02 343.82 2282.93),(-920.84 382.24 2138.06),(444.87 723.72 2174.38),(795.67 399.39 2115.74),(1050.24 651.93 1868.26),(181.18 281.96 2197.43),(187.37 -52.71 2169.35),(22.5 -196.8 2176.27),(37.21 -927.86 2079.34),(33.04 -1612.96 2112.4),(365.85 -176.25 2162.61),(431.85 -864.52 1999.92),(449.72 -1481.77 2173.39),(-836.37 375.84 2162.21),(1007.79 609.93 1909.51),(162.32 877.97 2193.84),
(157.62 1088.43 2213.02),(183.45 730.78 2209.01),(-82.53 710.77 2262.19),(-420.36 361.22 2298.03),(-919.52 464.58 2154.69),(462.83 722.94 2190.59),(811.58 401.11 2121.91),(1052.88 693.25 1883.79),(196.38 280.8 2208.47),(199.23 -55.1 2178.99),(31.64 -198.08 2186.79),(49.23 -938.78 2094.97),(33.04 -1612.96 2112.4),(376.68 -183.72 2174.66),(445.69 -891.83 2028.1),(460.71 -1502.6 2208.58),(-836.32 447.36 2178.58),(1012.65 644.56 1923.48),(179.21 878.17 2209.19),
(157.62 1088.43 2213.02),(183.45 730.78 2209.01),(-82.53 710.77 2262.19),(-420.36 361.22 2298.03),(-919.52 464.58 2154.69),(462.83 722.94 2190.59),(811.58 401.11 2121.91),(1052.88 693.25 1883.79),(196.38 280.8 2208.47),(199.23 -55.1 2178.99),(31.64 -198.08 2186.79),(49.23 -938.78 2094.97),(33.04 -1612.96 2112.4),(376.68 -183.72 2174.66),(445.69 -891.83 2028.1),(460.71 -1502.6 2208.58),(-836.32 447.36 2178.58),(1012.65 644.56 1923.48),(179.21 878.17 2209.19),
(177.4 1089.53 2231.27),(201.8 730.03 2223.44),(-66.94 710.8 2273.59),(-414.52 371 2314.61),(-896.41 524.03 2167.54),(482.54 721.73 2204.28),(825.18 393.56 2133.77),(1042.28 703.56 1896.34),(211.64 278.98 2220.45),(212.79 -58.72 2190.52),(42.74 -201.48 2198.45),(58.78 -951.65 2107.81),(33.04 -1612.96 2112.4),(390.06 -191.31 2188.52),(463.27 -919.1 2058.78),(516.11 -1519.63 2246.11),(-816.09 498.52 2192.05),(1006.09 651.86 1935.92),(198.58 877.72 2224.42),
(177.4 1089.53 2231.27),(201.8 730.03 2223.44),(-66.94 710.8 2273.59),(-414.52 371 2314.61),(-896.41 524.03 2167.54),(482.54 721.73 2204.28),(825.18 393.56 2133.77),(1042.28 703.56 1896.34),(211.64 278.98 2220.45),(212.79 -58.72 2190.52),(42.74 -201.48 2198.45),(58.78 -951.65 2107.81),(33.04 -1612.96 2112.4),(390.06 -191.31 2188.52),(463.27 -919.1 2058.78),(516.11 -1519.63 2246.11),(-816.09 498.52 2192.05),(1006.09 651.86 1935.92),(198.58 877.72 2224.42),
(196.54 1088.75 2247.93),(220.13 727.24 2237),(-49.99 710.33 2287.77),(-395.98 368.19 2329.22),(-860.03 552.55 2174.9),(502.6 719.15 2218.37),(835.89 379.52 2149.99),(1017.41 684.63 1902.48),(227.2 274.87 2232.21),(228.16 -64.84 2203.19),(56.31 -206.76 2210.65),(69.65 -962.2 2116.29),(33.04 -1612.96 2112.4),(405.37 -199.67 2201.87),(481.18 -941.86 2085.8),(587.66 -1527.87 2279.05),(-782.7 521.82 2200.62),(987.19 633.76 1943.73),(217.81 875.17 2238.57),
(196.54 1088.75 2247.93),(220.13 727.24 2237),(-49.99 710.33 2287.77),(-395.98 368.19 2329.22),(-860.03 552.55 2174.9),(502.6 719.15 2218.37),(835.89 379.52 2149.99),(1017.41 684.63 1902.48),(227.2 274.87 2232.21),(228.16 -64.84 2203.19),(56.31 -206.76 2210.65),(69.65 -962.2 2116.29),(33.04 -1612.96 2112.4),(405.37 -199.67 2201.87),(481.18 -941.86 2085.8),(587.66 -1527.87 2279.05),(-782.7 521.82 2200.62),(987.19 633.76 1943.73),(217.81 875.17 2238.57),
(219.55 1085.87 2263.2),(241.55 721.87 2250.18),(-30.21 705.52 2300.21),(-374.89 360.07 2337.24),(-826.66 560.22 2175.88),(526.29 715.78 2231.14),(842.44 355.59 2170.99),(980.78 620.64 1902.62),(246.81 268 2242.8),(248.23 -73.31 2215.54),(75.47 -212.69 2223.44),(82.66 -969.44 2125.46),(33.04 -1612.96 2112.4),(426.99 -204.52 2214.73),(507.32 -956.02 2113.22),(626.41 -1536 2311.47),(-751.37 526.86 2202.78),(957.78 576.52 1947.35),(239.83 869.97 2252.58),
(219.55 1085.87 2263.2),(241.55 721.87 2250.18),(-30.21 705.52 2300.21),(-374.89 360.07 2337.24),(-826.66 560.22 2175.88),(526.29 715.78 2231.14),(842.44 355.59 2170.99),(980.78 620.64 1902.62),(246.81 268 2242.8),(248.23 -73.31 2215.54),(75.47 -212.69 2223.44),(82.66 -969.44 2125.46),(33.04 -1612.96 2112.4),(426.99 -204.52 2214.73),(507.32 -956.02 2113.22),(626.41 -1536 2311.47),(-751.37 526.86 2202.78),(957.78 576.52 1947.35),(239.83 869.97 2252.58),
(245.64 1081.28 2276.56),(266.15 714.31 2263.69),(-9.35 703.22 2312.2),(-348.33 349.33 2339.23),(-792.27 547.33 2173.59),(550.8 705.07 2245.82),(844.29 322.46 2192.74),(936.99 520.89 1904.47),(268.58 258.8 2255.35),(270.72 -83.27 2229.33),(97.04 -219.29 2238.51),(96.43 -973.18 2136.71),(33.04 -1612.96 2112.4),(452.1 -208.05 2230.86),(528.54 -958.83 2129.49),(613.32 -1532.05 2338.73),(-718.28 514.34 2201.2),(921.59 487.92 1952.51),(265.36 862.56 2266.41),
(245.64 1081.28 2276.56),(266.15 714.31 2263.69),(-9.35 703.22 2312.2),(-348.33 349.33 2339.23),(-792.27 547.33 2173.59),(550.8 705.07 2245.82),(844.29 322.46 2192.74),(936.99 520.89 1904.47),(268.58 258.8 2255.35),(270.72 -83.27 2229.33),(97.04 -219.29 2238.51),(96.43 -973.18 2136.71),(33.04 -1612.96 2112.4),(452.1 -208.05 2230.86),(528.54 -958.83 2129.49),(613.32 -1532.05 2338.73),(-718.28 514.34 2201.2),(921.59 487.92 1952.51),(265.36 862.56 2266.41),
(272.77 1076.42 2288.72),(292.04 706.31 2277.51),(15.04 694.61 2322.05),(-316.58 331.48 2338.63),(-760.5 499.76 2164.65),(578.65 697.17 2263.5),(837.71 288.8 2213.99),(894.07 397.31 1909.09),(292.57 249.22 2269.7),(295.54 -92.78 2243.91),(120.98 -226.11 2252.72),(114.8 -974.8 2151.12),(33.04 -1612.96 2112.4),(479.81 -210.78 2246.28),(547.5 -957.48 2146.18),(584.09 -1540.56 2350.85),(-686.51 471.73 2193.64),(884.7 379.32 1959.91),(291.87 854.7 2280.05),
(272.77 1076.42 2288.72),(292.04 706.31 2277.51),(15.04 694.61 2322.05),(-316.58 331.48 2338.63),(-760.5 499.76 2164.65),(578.65 697.17 2263.5),(837.71 288.8 2213.99),(894.07 397.31 1909.09),(292.57 249.22 2269.7),(295.54 -92.78 2243.91),(120.98 -226.11 2252.72),(114.8 -974.8 2151.12),(33.04 -1612.96 2112.4),(479.81 -210.78 2246.28),(547.5 -957.48 2146.18),(584.09 -1540.56 2350.85),(-686.51 471.73 2193.64),(884.7 379.32 1959.91),(291.87 854.7 2280.05),
(299.9 1071.96 2300.58),(316.97 699.17 2291.28),(37.31 688.41 2329.54),(-274.17 306.97 2337.26),(-710.07 419.45 2145.19),(602.36 685.68 2276.59),(833.56 256.13 2239.27),(844.32 270.37 1925.54),(315.44 240.86 2286.69),(319.19 -100.53 2260.01),(144.15 -233.04 2268.41),(133.92 -975.92 2166.24),(33.04 -1612.96 2112.4),(506.14 -213.36 2262.34),(561.61 -953.04 2157.39),(564.78 -1550.98 2350.55),(-637.42 400.77 2177.2),(842.52 268 1977.83),(317.47 847.7 2292.78),
(299.9 1071.96 2300.58),(316.97 699.17 2291.28),(37.31 688.41 2329.54),(-274.17 306.97 2337.26),(-710.07 419.45 2145.19),(602.36 685.68 2276.59),(833.56 256.13 2239.27),(844.32 270.37 1925.54),(315.44 240.86 2286.69),(319.19 -100.53 2260.01),(144.15 -233.04 2268.41),(133.92 -975.92 2166.24),(33.04 -1612.96 2112.4),(506.14 -213.36 2262.34),(561.61 -953.04 2157.39),(564.78 -1550.98 2350.55),(-637.42 400.77 2177.2),(842.52 268 1977.83),(317.47 847.7 2292.78),
(328.74 1068.46 2310.92),(342.86 693.56 2303.9),(62.89 679.79 2336.17),(-222.74 278.18 2336.13),(-630.68 310.93 2122.06),(629.47 678.88 2290.65),(832.06 231.16 2268.28),(829.02 131.98 1960.53),(339.35 234.24 2303.49),(343.06 -107.03 2277.31),(168.58 -243.44 2285.64),(145.22 -979.58 2177.55),(33.04 -1612.96 2112.4),(533 -216.91 2279.57),(575.56 -950.37 2167.72),(553.44 -1562.22 2347.98),(-562.71 305.59 2157.74),(829.48 148.36 2011.82),(344 842.2 2304.04),
(328.74 1068.46 2310.92),(342.86 693.56 2303.9),(62.89 679.79 2336.17),(-222.74 278.18 2336.13),(-630.68 310.93 2122.06),(629.47 678.88 2290.65),(832.06 231.16 2268.28),(829.02 131.98 1960.53),(339.35 234.24 2303.49),(343.06 -107.03 2277.31),(168.58 -243.44 2285.64),(145.22 -979.58 2177.55),(33.04 -1612.96 2112.4),(533 -216.91 2279.57),(575.56 -950.37 2167.72),(553.44 -1562.22 2347.98),(-562.71 305.59 2157.74),(829.48 148.36 2011.82),(344 842.2 2304.04),
(358.87 1066.26 2319.53),(369.38 689.84 2315.26),(86.81 677.81 2340.96),(-162.98 253.06 2335.68),(-523.14 171.61 2106.05),(654.99 670.62 2303.48),(831.31 209.51 2297.31),(838.21 0.05 2009.04),(363.78 229.71 2319.6),(366.79 -112.41 2295.41),(190.78 -251.8 2302.31),(154.82 -985.74 2187.37),(33.04 -1612.96 2112.4),(558.83 -223.02 2297.29),(587.64 -959.97 2187.78),(556.37 -1587.01 2351.84),(-463.15 185.29 2144.32),(837.03 34.72 2057.08),(371.19 838.54 2313.86),
(358.87 1066.26 2319.53),(369.38 689.84 2315.26),(86.81 677.81 2340.96),(-162.98 253.06 2335.68),(-523.14 171.61 2106.05),(654.99 670.62 2303.48),(831.31 209.51 2297.31),(838.21 0.05 2009.04),(363.78 229.71 2319.6),(366.79 -112.41 2295.41),(190.78 -251.8 2302.31),(154.82 -985.74 2187.37),(33.04 -1612.96 2112.4),(558.83 -223.02 2297.29),(587.64 -959.97 2187.78),(556.37 -1587.01 2351.84),(-463.15 185.29 2144.32),(837.03 34.72 2057.08),(371.19 838.54 2313.86),
(386.75 1065.12 2325.86),(394.62 687.73 2324.99),(110.73 675.01 2345.61),(-113.33 235.19 2336.46),(-398.92 31.35 2100.12),(680.27 666.57 2313.81),(825.31 193.87 2318.3),(838.02 -111.38 2056.64),(388.65 227.02 2334.97),(389.39 -116.73 2313.29),(210.5 -257.32 2319.05),(165.37 -988.45 2191.78),(72.69 -1651.28 2150.6),(580.51 -234.81 2314.49),(597.41 -977.78 2207.68),(556.37 -1587.01 2351.84),(-351.33 65.32 2139.51),(835.88 -60.7 2100.25),(396.55 836.4 2321.77),
(386.75 1065.12 2325.86),(394.62 687.73 2324.99),(110.73 675.01 2345.61),(-113.33 235.19 2336.46),(-398.92 31.35 2100.12),(680.27 666.57 2313.81),(825.31 193.87 2318.3),(838.02 -111.38 2056.64),(388.65 227.02 2334.97),(389.39 -116.73 2313.29),(210.5 -257.32 2319.05),(165.37 -988.45 2191.78),(72.69 -1651.28 2150.6),(580.51 -234.81 2314.49),(597.41 -977.78 2207.68),(556.37 -1587.01 2351.84),(-351.33 65.32 2139.51),(835.88 -60.7 2100.25),(396.55 836.4 2321.77),
(413.21 1064.41 2331.16),(417.03 686.59 2333.66),(132.97 671.74 2351.06),(-61.38 217.45 2342.11),(-265.69 -72.64 2105.08),(702.27 663.66 2325.42),(817.04 182.63 2338.22),(839.97 -210.53 2117.32),(412.22 225.84 2351.66),(409.69 -120.21 2331.45),(225.52 -258.76 2334.56),(169.25 -987.11 2193.93),(72.69 -1651.28 2150.6),(596.91 -251.98 2332.3),(605.43 -999.28 2221.83),(556.37 -1587.01 2351.84),(-231.6 -24.37 2144.59),(836.12 -145.12 2154.14),(418.58 835.06 2327.86),
(413.21 1064.41 2331.16),(417.03 686.59 2333.66),(132.97 671.74 2351.06),(-61.38 217.45 2342.11),(-265.69 -72.64 2105.08),(702.27 663.66 2325.42),(817.04 182.63 2338.22),(839.97 -210.53 2117.32),(412.22 225.84 2351.66),(409.69 -120.21 2331.45),(225.52 -258.76 2334.56),(169.25 -987.11 2193.93),(72.69 -1651.28 2150.6),(596.91 -251.98 2332.3),(605.43 -999.28 2221.83),(556.37 -1587.01 2351.84),(-231.6 -24.37 2144.59),(836.12 -145.12 2154.14),(418.58 835.06 2327.86),
